,X1,X2,X3,X4,X5,X6,X7,X8,Actual Heating Load,Actual Cooling Load,Predicted Heating Load,Predicted Cooling Load
28,0.71,710.5,269.5,220.5,3.5,2,0.0,0,6.37,11.27,6.401799999999907,11.580966666666656
29,0.71,710.5,269.5,220.5,3.5,3,0.0,0,6.4,11.72,6.398166666666581,11.605233333333326
30,0.71,710.5,269.5,220.5,3.5,4,0.0,0,6.37,11.29,6.380966666666577,11.420633333333374
31,0.71,710.5,269.5,220.5,3.5,5,0.0,0,6.4,11.67,6.392333333333241,11.477833333333383
32,0.69,735.0,294.0,220.5,3.5,2,0.0,0,6.85,11.74,6.781166666666598,11.8447666666667
33,0.69,735.0,294.0,220.5,3.5,3,0.0,0,6.79,12.05,6.776533333333267,11.828833333333366
34,0.69,735.0,294.0,220.5,3.5,4,0.0,0,6.77,11.73,6.757899999999957,11.751400000000041
35,0.69,735.0,294.0,220.5,3.5,5,0.0,0,6.81,11.93,6.768366666666623,11.80636666666671
36,0.66,759.5,318.5,220.5,3.5,2,0.0,0,7.18,12.4,7.35416666666665,12.463366666666658
37,0.66,759.5,318.5,220.5,3.5,3,0.0,0,7.1,12.23,7.339066666666653,12.451266666666665
38,0.66,759.5,318.5,220.5,3.5,4,0.0,0,7.1,12.4,7.2902333333333615,12.309700000000037
39,0.66,759.5,318.5,220.5,3.5,5,0.0,0,7.1,12.14,7.302600000000028,12.336900000000039
40,0.64,784.0,343.0,220.5,3.5,2,0.0,0,10.85,16.78,10.596099999999996,16.343333333333334
41,0.64,784.0,343.0,220.5,3.5,3,0.0,0,10.54,16.8,10.460966666666705,16.247400000000006
42,0.64,784.0,343.0,220.5,3.5,4,0.0,0,10.77,16.75,10.411333333333367,16.125166666666665
43,0.64,784.0,343.0,220.5,3.5,5,0.0,0,10.56,16.67,10.406733333333367,16.122433333333333
44,0.62,808.5,367.5,220.5,3.5,2,0.0,0,8.6,12.07,8.733666666666632,12.145600000000004
45,0.62,808.5,367.5,220.5,3.5,3,0.0,0,8.49,12.22,8.663733333333358,12.18499999999997
46,0.62,808.5,367.5,220.5,3.5,4,0.0,0,8.45,12.08,8.591566666666628,12.117633333333282
47,0.62,808.5,367.5,220.5,3.5,5,0.0,0,8.5,12.04,8.60673333333329,12.07929999999996
48,0.98,514.5,294.0,110.25,7.0,2,0.1,1,24.58,26.47,24.5773,26.422499999999992
49,0.98,514.5,294.0,110.25,7.0,3,0.1,1,24.63,26.37,24.59383333333333,26.343399999999992
50,0.98,514.5,294.0,110.25,7.0,4,0.1,1,24.63,26.44,24.53763333333333,26.319533333333325
51,0.98,514.5,294.0,110.25,7.0,5,0.1,1,24.59,26.29,24.544566666666668,26.33036666666666
52,0.9,563.5,318.5,122.5,7.0,2,0.1,1,29.03,32.92,29.060800000000032,32.39936666666666
53,0.9,563.5,318.5,122.5,7.0,3,0.1,1,29.87,29.87,29.64113333333333,30.250033333333338
54,0.9,563.5,318.5,122.5,7.0,4,0.1,1,29.14,29.58,29.057366666666677,30.056233333333328
55,0.9,563.5,318.5,122.5,7.0,5,0.1,1,28.09,34.33,28.34286666666665,33.292500000000004
56,0.86,588.0,294.0,147.0,7.0,2,0.1,1,26.28,30.89,26.3619,29.492333333333335
57,0.86,588.0,294.0,147.0,7.0,3,0.1,1,26.91,25.6,26.396499999999985,27.406666666666673
58,0.86,588.0,294.0,147.0,7.0,4,0.1,1,26.37,27.03,26.27756666666666,27.595266666666674
59,0.86,588.0,294.0,147.0,7.0,5,0.1,1,25.27,31.73,25.52806666666666,31.01330000000002
60,0.82,612.5,318.5,147.0,7.0,2,0.1,1,23.53,27.31,23.627166666666664,26.832533333333334
61,0.82,612.5,318.5,147.0,7.0,3,0.1,1,24.03,24.91,23.829366666666665,25.285800000000002
62,0.82,612.5,318.5,147.0,7.0,4,0.1,1,23.54,24.61,23.543366666666667,25.078833333333332
63,0.82,612.5,318.5,147.0,7.0,5,0.1,1,22.58,28.51,22.972566666666665,27.464866666666673
64,0.79,637.0,343.0,147.0,7.0,2,0.1,1,35.56,41.68,36.01763333333336,39.53689999999996
65,0.79,637.0,343.0,147.0,7.0,3,0.1,1,37.12,35.28,36.79046666666669,35.780433333333356
66,0.79,637.0,343.0,147.0,7.0,4,0.1,1,36.9,34.43,36.25333333333333,38.11943333333334
67,0.79,637.0,343.0,147.0,7.0,5,0.1,1,35.94,43.33,36.33256666666673,40.0622666666667
68,0.76,661.5,416.5,122.5,7.0,2,0.1,1,32.96,33.87,32.8505,34.168133333333294
69,0.76,661.5,416.5,122.5,7.0,3,0.1,1,32.12,34.07,32.67876666666666,34.02899999999997
70,0.76,661.5,416.5,122.5,7.0,4,0.1,1,32.94,34.14,32.82580000000001,34.05706666666662
71,0.76,661.5,416.5,122.5,7.0,5,0.1,1,32.21,33.67,32.40070000000004,33.88996666666662
72,0.74,686.0,245.0,220.5,3.5,2,0.1,1,10.36,13.43,10.406533333333329,13.674433333333358
73,0.74,686.0,245.0,220.5,3.5,3,0.1,1,10.43,13.71,10.424399999999965,13.719766666666718
74,0.74,686.0,245.0,220.5,3.5,4,0.1,1,10.36,13.48,10.361466666666612,13.665733333333346
75,0.74,686.0,245.0,220.5,3.5,5,0.1,1,10.39,13.7,10.413466666666668,13.749433333333332
76,0.71,710.5,269.5,220.5,3.5,2,0.1,1,10.71,13.8,10.75149999999996,14.096166666666676
77,0.71,710.5,269.5,220.5,3.5,3,0.1,1,10.8,14.28,10.752633333333293,14.151300000000012
78,0.71,710.5,269.5,220.5,3.5,4,0.1,1,10.7,13.87,10.691666666666618,13.976199999999986
79,0.71,710.5,269.5,220.5,3.5,5,0.1,1,10.75,14.27,10.703566666666624,14.098499999999987
80,0.69,735.0,294.0,220.5,3.5,2,0.1,1,11.11,14.28,11.141233333333336,14.17783333333334
81,0.69,735.0,294.0,220.5,3.5,3,0.1,1,11.13,14.61,11.136266666666657,14.18990000000002
82,0.69,735.0,294.0,220.5,3.5,4,0.1,1,11.09,14.3,11.121699999999983,14.224799999999998
83,0.69,735.0,294.0,220.5,3.5,5,0.1,1,11.16,14.45,11.165633333333318,14.338933333333323
84,0.66,759.5,318.5,220.5,3.5,2,0.1,1,11.68,13.9,11.647466666666675,14.018633333333367
85,0.66,759.5,318.5,220.5,3.5,3,0.1,1,11.69,13.72,11.652233333333351,14.035033333333352
86,0.66,759.5,318.5,220.5,3.5,4,0.1,1,11.7,13.88,11.633800000000017,14.045900000000007
87,0.66,759.5,318.5,220.5,3.5,5,0.1,1,11.69,13.65,11.63863333333335,14.146866666666686
88,0.64,784.0,343.0,220.5,3.5,2,0.1,1,15.41,19.37,15.350933333333339,19.310066666666668
89,0.64,784.0,343.0,220.5,3.5,3,0.1,1,15.2,19.43,15.259033333333345,19.352999999999998
90,0.64,784.0,343.0,220.5,3.5,4,0.1,1,15.42,19.34,15.360699999999975,19.348333333333343
91,0.64,784.0,343.0,220.5,3.5,5,0.1,1,15.21,19.32,15.360699999999975,19.35410000000001
92,0.62,808.5,367.5,220.5,3.5,2,0.1,1,12.96,14.34,12.919033333333338,14.475399999999977
93,0.62,808.5,367.5,220.5,3.5,3,0.1,1,12.97,14.5,12.969800000000006,14.483966666666634
94,0.62,808.5,367.5,220.5,3.5,4,0.1,1,12.93,14.33,12.936533333333317,14.30696666666666
95,0.62,808.5,367.5,220.5,3.5,5,0.1,1,13.02,14.27,12.991866666666638,14.284199999999988
96,0.98,514.5,294.0,110.25,7.0,2,0.1,2,24.29,25.95,24.35566666666666,25.839566666666666
97,0.98,514.5,294.0,110.25,7.0,3,0.1,2,24.31,25.63,24.320233333333324,25.77306666666667
98,0.98,514.5,294.0,110.25,7.0,4,0.1,2,24.13,26.13,24.153933333333327,25.80796666666667
99,0.98,514.5,294.0,110.25,7.0,5,0.1,2,24.25,25.89,24.271433333333327,25.935366666666667
100,0.9,563.5,318.5,122.5,7.0,2,0.1,2,28.88,32.54,28.83363333333336,32.521866666666654
101,0.9,563.5,318.5,122.5,7.0,3,0.1,2,29.68,29.44,29.406900000000007,30.41983333333335
102,0.9,563.5,318.5,122.5,7.0,4,0.1,2,28.83,29.36,28.83503333333333,29.917666666666648
103,0.9,563.5,318.5,122.5,7.0,5,0.1,2,27.9,34.2,28.24763333333335,32.943233333333325
104,0.86,588.0,294.0,147.0,7.0,2,0.1,2,26.48,30.91,26.579533333333337,29.57776666666667
105,0.86,588.0,294.0,147.0,7.0,3,0.1,2,27.02,25.63,26.679266666666653,26.900399999999998
106,0.86,588.0,294.0,147.0,7.0,4,0.1,2,26.33,27.36,26.447566666666678,27.301066666666667
107,0.86,588.0,294.0,147.0,7.0,5,0.1,2,25.36,31.9,25.7714,30.738866666666695
108,0.82,612.5,318.5,147.0,7.0,2,0.1,2,23.75,27.38,23.844566666666665,26.883666666666674
109,0.82,612.5,318.5,147.0,7.0,3,0.1,2,24.23,25.02,24.054166666666667,25.66373333333333
110,0.82,612.5,318.5,147.0,7.0,4,0.1,2,23.67,24.8,23.794166666666673,25.012033333333335
111,0.82,612.5,318.5,147.0,7.0,5,0.1,2,22.79,28.79,23.701233333333338,25.955733333333328
112,0.79,637.0,343.0,147.0,7.0,2,0.1,2,35.65,41.07,36.131600000000006,39.118133333333304
113,0.79,637.0,343.0,147.0,7.0,3,0.1,2,37.26,34.62,36.89083333333331,35.53290000000001
114,0.79,637.0,343.0,147.0,7.0,4,0.1,2,36.97,33.87,36.271533333333316,38.20983333333334
115,0.79,637.0,343.0,147.0,7.0,5,0.1,2,36.03,42.86,36.33000000000006,40.06543333333339
116,0.76,661.5,416.5,122.5,7.0,2,0.1,2,33.16,33.91,32.93003333333332,33.9864333333333
117,0.76,661.5,416.5,122.5,7.0,3,0.1,2,32.4,34.07,32.687633333333316,34.079233333333335
118,0.76,661.5,416.5,122.5,7.0,4,0.1,2,33.12,34.17,32.919166666666676,34.158166666666695
119,0.76,661.5,416.5,122.5,7.0,5,0.1,2,32.41,33.78,32.6047,34.030866666666626
120,0.74,686.0,245.0,220.5,3.5,2,0.1,2,10.42,13.39,10.408733333333334,13.633800000000013
121,0.74,686.0,245.0,220.5,3.5,3,0.1,2,10.46,13.72,10.427699999999975,13.689066666666712
122,0.74,686.0,245.0,220.5,3.5,4,0.1,2,10.32,13.57,10.36059999999995,13.630899999999999
123,0.74,686.0,245.0,220.5,3.5,5,0.1,2,10.45,13.79,10.414733333333352,13.735666666666654
124,0.71,710.5,269.5,220.5,3.5,2,0.1,2,10.64,13.67,10.664299999999962,13.746833333333353
125,0.71,710.5,269.5,220.5,3.5,3,0.1,2,10.72,14.11,10.637966666666616,13.816066666666705
126,0.71,710.5,269.5,220.5,3.5,4,0.1,2,10.55,13.8,10.594766666666613,13.829466666666697
127,0.71,710.5,269.5,220.5,3.5,5,0.1,2,10.68,14.21,10.652799999999951,14.033066666666675
128,0.69,735.0,294.0,220.5,3.5,2,0.1,2,11.45,13.2,11.425966666666675,13.43429999999999
129,0.69,735.0,294.0,220.5,3.5,3,0.1,2,11.46,13.54,11.412733333333332,13.548466666666728
130,0.69,735.0,294.0,220.5,3.5,4,0.1,2,11.32,13.32,11.324766666666678,13.501833333333371
131,0.69,735.0,294.0,220.5,3.5,5,0.1,2,11.49,13.51,11.412799999999999,13.68776666666665
132,0.66,759.5,318.5,220.5,3.5,2,0.1,2,11.45,14.86,11.446933333333345,14.67553333333331
133,0.66,759.5,318.5,220.5,3.5,3,0.1,2,11.42,14.75,11.433866666666676,14.66596666666672
134,0.66,759.5,318.5,220.5,3.5,4,0.1,2,11.33,15.0,11.37006666666667,14.78950000000002
135,0.66,759.5,318.5,220.5,3.5,5,0.1,2,11.43,14.74,11.409033333333324,14.750833333333356
136,0.64,784.0,343.0,220.5,3.5,2,0.1,2,15.41,19.23,15.38206666666667,19.220499999999994
137,0.64,784.0,343.0,220.5,3.5,3,0.1,2,15.18,19.34,15.308533333333324,19.23839999999998
138,0.64,784.0,343.0,220.5,3.5,4,0.1,2,15.34,19.32,15.319599999999978,19.31773333333333
139,0.64,784.0,343.0,220.5,3.5,5,0.1,2,15.19,19.3,15.319599999999978,19.32273333333333
140,0.62,808.5,367.5,220.5,3.5,2,0.1,2,12.88,14.37,12.920566666666675,14.488766666666654
141,0.62,808.5,367.5,220.5,3.5,3,0.1,2,13.0,14.57,12.978166666666676,14.495733333333309
142,0.62,808.5,367.5,220.5,3.5,4,0.1,2,12.97,14.27,12.931666666666668,14.24673333333332
143,0.62,808.5,367.5,220.5,3.5,5,0.1,2,13.04,14.24,12.995699999999971,14.233166666666662
144,0.98,514.5,294.0,110.25,7.0,2,0.1,3,24.28,25.68,24.386999999999993,25.95836666666667
145,0.98,514.5,294.0,110.25,7.0,3,0.1,3,24.4,26.02,24.359366666666656,25.926000000000002
146,0.98,514.5,294.0,110.25,7.0,4,0.1,3,24.11,25.84,24.15873333333333,25.917166666666674
147,0.98,514.5,294.0,110.25,7.0,5,0.1,3,24.35,26.14,24.30933333333333,26.074166666666667
148,0.9,563.5,318.5,122.5,7.0,2,0.1,3,28.07,34.14,28.386666666666688,33.27939999999996
149,0.9,563.5,318.5,122.5,7.0,3,0.1,3,29.01,32.85,28.916899999999977,32.311266666666675
150,0.9,563.5,318.5,122.5,7.0,4,0.1,3,29.62,30.08,28.70269999999999,31.333966666666658
151,0.9,563.5,318.5,122.5,7.0,5,0.1,3,29.05,29.67,28.853266666666688,30.708599999999986
152,0.86,588.0,294.0,147.0,7.0,2,0.1,3,25.41,31.73,26.647033333333333,29.218700000000005
153,0.86,588.0,294.0,147.0,7.0,3,0.1,3,26.47,31.01,26.69099999999999,26.95793333333333
154,0.86,588.0,294.0,147.0,7.0,4,0.1,3,26.89,25.9,26.700766666666667,26.630499999999987
155,0.86,588.0,294.0,147.0,7.0,5,0.1,3,26.46,27.4,25.981333333333335,29.425400000000014
156,0.82,612.5,318.5,147.0,7.0,2,0.1,3,22.93,28.68,23.8684,26.665066666666668
157,0.82,612.5,318.5,147.0,7.0,3,0.1,3,23.84,27.54,23.918933333333335,26.705233333333325
158,0.82,612.5,318.5,147.0,7.0,4,0.1,3,24.17,25.35,24.0022,25.558333333333334
159,0.82,612.5,318.5,147.0,7.0,5,0.1,3,23.87,24.93,23.86213333333334,25.53176666666667
160,0.79,637.0,343.0,147.0,7.0,2,0.1,3,35.78,43.12,36.11880000000001,38.35789999999999
161,0.79,637.0,343.0,147.0,7.0,3,0.1,3,35.48,41.22,36.82763333333331,35.26283333333335
162,0.79,637.0,343.0,147.0,7.0,4,0.1,3,36.97,35.1,36.196699999999986,37.61476666666667
163,0.79,637.0,343.0,147.0,7.0,5,0.1,3,36.7,34.29,36.57306666666675,36.2346666666667
164,0.76,661.5,416.5,122.5,7.0,2,0.1,3,32.52,33.85,32.68679999999998,33.976966666666634
165,0.76,661.5,416.5,122.5,7.0,3,0.1,3,33.28,34.11,32.955,34.14223333333334
166,0.76,661.5,416.5,122.5,7.0,4,0.1,3,32.33,34.48,32.646300000000046,34.35163333333337
167,0.76,661.5,416.5,122.5,7.0,5,0.1,3,33.24,34.5,32.93626666666668,34.32133333333327
168,0.74,686.0,245.0,220.5,3.5,2,0.1,3,10.39,13.6,10.384833333333361,13.601466666666644
169,0.74,686.0,245.0,220.5,3.5,3,0.1,3,10.34,13.36,10.395699999999982,13.662333333333342
170,0.74,686.0,245.0,220.5,3.5,4,0.1,3,10.35,13.65,10.34969999999994,13.643233333333296
171,0.74,686.0,245.0,220.5,3.5,5,0.1,3,10.38,13.49,10.3967,13.696266666666643
172,0.71,710.5,269.5,220.5,3.5,2,0.1,3,10.77,14.14,10.731533333333298,14.032366666666658
173,0.71,710.5,269.5,220.5,3.5,3,0.1,3,10.68,13.77,10.688366666666619,13.914366666666702
174,0.71,710.5,269.5,220.5,3.5,4,0.1,3,10.68,14.3,10.656433333333286,14.115533333333346
175,0.71,710.5,269.5,220.5,3.5,5,0.1,3,10.7,13.87,10.687399999999958,13.971433333333316
176,0.69,735.0,294.0,220.5,3.5,2,0.1,3,11.22,14.44,11.21216666666665,14.358933333333349
177,0.69,735.0,294.0,220.5,3.5,3,0.1,3,11.16,14.27,11.175933333333312,14.329033333333335
178,0.69,735.0,294.0,220.5,3.5,4,0.1,3,11.1,14.67,11.110633333333306,14.500133333333347
179,0.69,735.0,294.0,220.5,3.5,5,0.1,3,11.14,14.4,11.154566666666657,14.402333333333354
180,0.66,759.5,318.5,220.5,3.5,2,0.1,3,11.59,13.46,11.545366666666686,14.037899999999995
181,0.66,759.5,318.5,220.5,3.5,3,0.1,3,11.6,13.7,11.558166666666688,13.843000000000012
182,0.66,759.5,318.5,220.5,3.5,4,0.1,3,11.53,13.59,11.492866666666687,13.84293333333337
183,0.66,759.5,318.5,220.5,3.5,5,0.1,3,11.61,13.83,11.499766666666687,13.98766666666671
184,0.64,784.0,343.0,220.5,3.5,2,0.1,3,15.16,19.14,15.35286666666666,19.207399999999996
185,0.64,784.0,343.0,220.5,3.5,3,0.1,3,15.36,19.18,15.297366666666631,19.222699999999982
186,0.64,784.0,343.0,220.5,3.5,4,0.1,3,15.12,19.37,15.211599999999962,19.338933333333344
187,0.64,784.0,343.0,220.5,3.5,5,0.1,3,15.36,19.29,15.211599999999962,19.34070000000001
188,0.62,808.5,367.5,220.5,3.5,2,0.1,3,12.68,14.09,12.814533333333355,14.434766666666668
189,0.62,808.5,367.5,220.5,3.5,3,0.1,3,12.63,14.23,12.869033333333352,14.43503333333332
190,0.62,808.5,367.5,220.5,3.5,4,0.1,3,12.71,14.14,12.801466666666705,14.194233333333315
191,0.62,808.5,367.5,220.5,3.5,5,0.1,3,12.73,13.89,12.819633333333352,14.20279999999999
192,0.98,514.5,294.0,110.25,7.0,2,0.1,4,24.38,25.91,24.344333333333335,25.907266666666665
193,0.98,514.5,294.0,110.25,7.0,3,0.1,4,24.23,25.72,24.270266666666664,25.8583
194,0.98,514.5,294.0,110.25,7.0,4,0.1,4,24.04,26.18,24.075700000000005,26.07846666666666
195,0.98,514.5,294.0,110.25,7.0,5,0.1,4,24.32,25.87,24.23353333333333,26.149399999999993
196,0.9,563.5,318.5,122.5,7.0,2,0.1,4,29.06,29.34,28.976066666666703,30.53169999999998
197,0.9,563.5,318.5,122.5,7.0,3,0.1,4,28.05,33.91,28.468066666666687,32.82596666666664
198,0.9,563.5,318.5,122.5,7.0,4,0.1,4,28.86,32.83,28.543733333333336,32.130266666666635
199,0.9,563.5,318.5,122.5,7.0,5,0.1,4,29.79,29.92,29.414566666666676,30.880399999999977
200,0.86,588.0,294.0,147.0,7.0,2,0.1,4,26.44,27.17,26.20703333333332,28.407433333333334
201,0.86,588.0,294.0,147.0,7.0,3,0.1,4,25.37,31.76,25.846099999999996,30.493366666666667
202,0.86,588.0,294.0,147.0,7.0,4,0.1,4,26.33,31.06,26.265433333333345,29.901299999999996
203,0.86,588.0,294.0,147.0,7.0,5,0.1,4,27.03,25.81,26.332966666666675,27.983533333333337
204,0.82,612.5,318.5,147.0,7.0,2,0.1,4,23.8,24.61,23.694200000000002,25.63906666666667
205,0.82,612.5,318.5,147.0,7.0,3,0.1,4,22.8,28.61,23.256,27.442866666666678
206,0.82,612.5,318.5,147.0,7.0,4,0.1,4,23.59,27.57,23.4484,26.201899999999995
207,0.82,612.5,318.5,147.0,7.0,5,0.1,4,24.24,25.16,23.81693333333334,26.01463333333333
208,0.79,637.0,343.0,147.0,7.0,2,0.1,4,36.86,34.25,36.036766666666665,38.49933333333329
209,0.79,637.0,343.0,147.0,7.0,3,0.1,4,35.89,43.3,36.53239999999996,35.76523333333331
210,0.79,637.0,343.0,147.0,7.0,4,0.1,4,35.45,41.86,35.96279999999997,39.144999999999946
211,0.79,637.0,343.0,147.0,7.0,5,0.1,4,37.1,35.29,36.75653333333334,36.486933333333354
212,0.76,661.5,416.5,122.5,7.0,2,0.1,4,33.08,34.11,32.47629999999997,33.927133333333316
213,0.76,661.5,416.5,122.5,7.0,3,0.1,4,32.38,33.62,32.62686666666666,33.787099999999995
214,0.76,661.5,416.5,122.5,7.0,4,0.1,4,33.09,33.89,32.876733333333334,33.87946666666666
215,0.76,661.5,416.5,122.5,7.0,5,0.1,4,32.31,34.05,32.62623333333332,34.01976666666662
216,0.74,686.0,245.0,220.5,3.5,2,0.1,4,10.08,13.2,10.19163333333335,13.331199999999964
217,0.74,686.0,245.0,220.5,3.5,3,0.1,4,10.15,13.36,10.210800000000027,13.390933333333367
218,0.74,686.0,245.0,220.5,3.5,4,0.1,4,10.07,13.21,10.205300000000028,13.400433333333368
219,0.74,686.0,245.0,220.5,3.5,5,0.1,4,10.14,13.53,10.23270000000005,13.41603333333337
220,0.71,710.5,269.5,220.5,3.5,2,0.1,4,10.66,13.67,10.700299999999961,14.03189999999999
221,0.71,710.5,269.5,220.5,3.5,3,0.1,4,10.68,14.12,10.668266666666616,14.005866666666675
222,0.71,710.5,269.5,220.5,3.5,4,0.1,4,10.53,13.79,10.58343333333328,13.910766666666662
223,0.71,710.5,269.5,220.5,3.5,5,0.1,4,10.72,14.2,10.615699999999945,13.920299999999983
224,0.69,735.0,294.0,220.5,3.5,2,0.1,4,11.18,14.29,11.192266666666654,14.334699999999973
225,0.69,735.0,294.0,220.5,3.5,3,0.1,4,11.22,14.49,11.193733333333313,14.428466666666687
226,0.69,735.0,294.0,220.5,3.5,4,0.1,4,11.07,14.42,11.098699999999972,14.449766666666672
227,0.69,735.0,294.0,220.5,3.5,5,0.1,4,11.2,14.73,11.147766666666639,14.419166666666658
228,0.66,759.5,318.5,220.5,3.5,2,0.1,4,11.44,14.86,11.436400000000015,14.756499999999962
229,0.66,759.5,318.5,220.5,3.5,3,0.1,4,11.42,14.67,11.427733333333345,14.658500000000005
230,0.66,759.5,318.5,220.5,3.5,4,0.1,4,11.33,15.0,11.368633333333339,14.78470000000001
231,0.66,759.5,318.5,220.5,3.5,5,0.1,4,11.43,14.83,11.37726666666667,14.785133333333336
232,0.64,784.0,343.0,220.5,3.5,2,0.1,4,15.4,19.24,15.34056666666665,19.226600000000026
233,0.64,784.0,343.0,220.5,3.5,3,0.1,4,15.19,19.25,15.242933333333312,19.24763333333331
234,0.64,784.0,343.0,220.5,3.5,4,0.1,4,15.32,19.42,15.278200000000012,19.369366666666686
235,0.64,784.0,343.0,220.5,3.5,5,0.1,4,15.16,19.48,15.278200000000012,19.370966666666686
236,0.62,808.5,367.5,220.5,3.5,2,0.1,4,12.85,14.37,12.878099999999998,14.355900000000021
237,0.62,808.5,367.5,220.5,3.5,3,0.1,4,13.04,14.34,12.990033333333313,14.34876666666668
238,0.62,808.5,367.5,220.5,3.5,4,0.1,4,13.0,14.28,12.937366666666689,14.226400000000009
239,0.62,808.5,367.5,220.5,3.5,5,0.1,4,13.0,14.47,12.902000000000012,14.229000000000008
240,0.98,514.5,294.0,110.25,7.0,2,0.1,5,24.35,25.64,24.336500000000004,25.961800000000004
241,0.98,514.5,294.0,110.25,7.0,3,0.1,5,24.33,25.98,24.291233333333338,25.925000000000004
242,0.98,514.5,294.0,110.25,7.0,4,0.1,5,24.03,25.88,24.0672,25.973166666666668
243,0.98,514.5,294.0,110.25,7.0,5,0.1,5,24.26,26.18,24.226833333333328,26.123133333333328
244,0.9,563.5,318.5,122.5,7.0,2,0.1,5,29.83,29.82,29.373100000000026,31.01606666666666
245,0.9,563.5,318.5,122.5,7.0,3,0.1,5,29.08,29.52,28.847466666666673,33.09399999999998
246,0.9,563.5,318.5,122.5,7.0,4,0.1,5,28.03,34.45,28.412333333333322,33.41003333333331
247,0.9,563.5,318.5,122.5,7.0,5,0.1,5,29.02,33.01,28.99693333333335,32.56769999999998
248,0.86,588.0,294.0,147.0,7.0,2,0.1,5,27.03,25.82,26.342599999999997,28.008099999999995
249,0.86,588.0,294.0,147.0,7.0,3,0.1,5,26.45,27.33,26.236333333333338,28.567199999999996
250,0.86,588.0,294.0,147.0,7.0,4,0.1,5,25.36,32.04,26.380800000000015,28.73559999999999
251,0.86,588.0,294.0,147.0,7.0,5,0.1,5,26.45,31.28,26.328366666666675,28.014300000000002
252,0.82,612.5,318.5,147.0,7.0,2,0.1,5,24.37,25.11,24.169199999999996,25.292666666666666
253,0.82,612.5,318.5,147.0,7.0,3,0.1,5,23.89,24.77,23.898300000000006,25.517933333333335
254,0.82,612.5,318.5,147.0,7.0,4,0.1,5,22.89,28.88,23.893733333333337,25.5725
255,0.82,612.5,318.5,147.0,7.0,5,0.1,5,23.86,27.69,23.910500000000006,26.806099999999997
256,0.79,637.0,343.0,147.0,7.0,2,0.1,5,37.03,34.99,36.10589999999999,37.90226666666662
